GEOID,district,state,year,race,estimate,moe
2703,3,Minnesota,2016,asian,0.07043169,0.002181532
2703,3,Minnesota,2016,pacific islander,0.000513386,0.00015531
2703,3,Minnesota,2016,other,0.002119695,0.00055509
2703,3,Minnesota,2016,mixed,0.023900498,0.001433742
2703,3,Minnesota,2016,hispanic or latino,0.043800323,0.0026489
2704,4,Minnesota,2016,white,0.682867903,0.00118419
2704,4,Minnesota,2016,black,0.094916926,0.00190105
2704,4,Minnesota,2016,native american,0.004449727,0.000514928
2704,4,Minnesota,2016,asian,0.117377589,0.001290926
2704,4,Minnesota,2016,pacific islander,0.000325977,0.000113948
2704,4,Minnesota,2016,other,0.001389007,0.000519255
2704,4,Minnesota,2016,mixed,0.033507813,0.002274625
2704,4,Minnesota,2016,hispanic or latino,0.065165058,0.00060147
2705,5,Minnesota,2016,white,0.636267506,0.003434855
2705,5,Minnesota,2016,black,0.163043792,0.00294581
2705,5,Minnesota,2016,native american,0.008655661,0.000833829
2705,5,Minnesota,2016,asian,0.059468716,0.002064375
2705,5,Minnesota,2016,pacific islander,0.000225047,0.000144261
2705,5,Minnesota,2016,other,0.002769811,0.000634748
2705,5,Minnesota,2016,mixed,0.038399395,0.00193454
2705,5,Minnesota,2016,hispanic or latino,0.091170072,0.002531781
2706,6,Minnesota,2016,white,0.902343687,0.002046781
2706,6,Minnesota,2016,black,0.025598578,0.001283057
2706,6,Minnesota,2016,native american,0.003955364,0.000497512
2706,6,Minnesota,2016,asian,0.0225495,0.001162315
2706,6,Minnesota,2016,pacific islander,0.000148381,8.15E-05
2706,6,Minnesota,2016,other,0.000517878,0.000241482
2706,6,Minnesota,2016,mixed,0.019333131,0.001399434
2706,6,Minnesota,2016,hispanic or latino,0.025553482,0.001319424
2707,7,Minnesota,2016,white,0.893919842,0.000966325
2707,7,Minnesota,2016,black,0.010629573,0.000621101
2707,7,Minnesota,2016,native american,0.026606345,0.000741703
2707,7,Minnesota,2016,asian,0.008268786,0.000419093
2707,7,Minnesota,2016,pacific islander,0.000557785,0.00013417
2707,7,Minnesota,2016,other,0.00040854,0.000131155
2707,7,Minnesota,2016,mixed,0.015937576,0.000966325
2707,7,Minnesota,2016,hispanic or latino,0.043671552,0.000568338
2708,8,Minnesota,2016,white,0.920850609,0.000537138
2708,8,Minnesota,2016,black,0.010109057,0.000499418
2708,8,Minnesota,2016,native american,0.025185132,0.000858515
2708,8,Minnesota,2016,asian,0.007049181,0.000416433
2708,8,Minnesota,2016,pacific islander,0.000273095,8.75E-05
2708,8,Minnesota,2016,other,0.000295728,0.000135793
2708,8,Minnesota,2016,mixed,0.020314678,0.001012415
2708,8,Minnesota,2016,hispanic or latino,0.015922519,0.000143337
2801,1,Mississippi,2016,white,0.67609416,0.000865142
2801,1,Mississippi,2016,black,0.271219467,0.001242154
2801,1,Mississippi,2016,native american,0.001369147,0.000298964
2801,1,Mississippi,2016,asian,0.007266402,0.000709046
2801,1,Mississippi,2016,pacific islander,0.000312192,0.000137576
2801,1,Mississippi,2016,other,0.001013301,0.000530462
2801,1,Mississippi,2016,mixed,0.011314315,0.000935253
2801,1,Mississippi,2016,hispanic or latino,0.031411015,2.78E-05
2802,2,Mississippi,2016,white,0.310819941,0.001395515
2802,2,Mississippi,2016,black,0.65387214,0.002325398
2802,2,Mississippi,2016,native american,0.002796557,0.000234889
2802,2,Mississippi,2016,asian,0.005258744,0.000490503
2802,2,Mississippi,2016,pacific islander,0.000168567,0.000136788
2802,2,Mississippi,2016,other,0.000566496,0.000345425
2802,2,Mississippi,2016,mixed,0.005586206,0.000808294
2802,2,Mississippi,2016,hispanic or latino,0.020931348,0.000654925
2803,3,Mississippi,2016,white,0.597673304,0.001686728
2803,3,Mississippi,2016,black,0.350389363,0.002705709
2803,3,Mississippi,2016,native american,0.009229594,0.000434035
2803,3,Mississippi,2016,asian,0.010382125,0.000737192
2803,3,Mississippi,2016,pacific islander,0.000105504,9.88E-05
2803,3,Mississippi,2016,other,0.000754554,0.000292473
2803,3,Mississippi,2016,mixed,0.007896772,0.001097775
2803,3,Mississippi,2016,hispanic or latino,0.023568785,0.000904129
2804,4,Mississippi,2016,white,0.692180888,0.00050479
2804,4,Mississippi,2016,black,0.232354383,0.001367138
2804,4,Mississippi,2016,native american,0.002877564,0.000574461
2804,4,Mississippi,2016,asian,0.014951762,0.000767701
2804,4,Mississippi,2016,pacific islander,2.63E-05,3.15E-05
2804,4,Mississippi,2016,other,0.001335589,0.000302348
2804,4,Mississippi,2016,mixed,0.016623878,0.001595871
2804,4,Mississippi,2016,hispanic or latino,0.039649644,6.57E-06
2901,1,Missouri,2016,white,0.412530969,0.00301785
2901,1,Missouri,2016,black,0.493128109,0.002853044
2901,1,Missouri,2016,native american,0.001762889,0.000366087
2901,1,Missouri,2016,asian,0.02865472,0.001492715
2901,1,Missouri,2016,pacific islander,0.000310701,8.51E-05
2901,1,Missouri,2016,other,0.002811167,0.000647068
2901,1,Missouri,2016,mixed,0.027397057,0.002142485
2901,1,Missouri,2016,hispanic or latino,0.033404389,0.001360329
2902,2,Missouri,2016,white,0.875809365,0.00358447
2902,2,Missouri,2016,black,0.03687653,0.002352842
2902,2,Missouri,2016,native american,0.001309179,0.000400903
2902,2,Missouri,2016,asian,0.04267714,0.001714026
2902,2,Missouri,2016,pacific islander,0.000136701,0.000106469
2902,2,Missouri,2016,other,0.001482685,0.000549435
2902,2,Missouri,2016,mixed,0.015798218,0.001276318
2902,2,Missouri,2016,hispanic or latino,0.025910182,0.001695624
2903,3,Missouri,2016,white,0.912247951,0.003235033
2903,3,Missouri,2016,black,0.032479207,0.00155568
2903,3,Missouri,2016,native american,0.002808034,0.000469958
2903,3,Missouri,2016,asian,0.009058091,0.000822753
2903,3,Missouri,2016,pacific islander,0.000450431,0.000165332
2903,3,Missouri,2016,other,0.00155568,0.000548068
2903,3,Missouri,2016,mixed,0.016987501,0.001312239
2903,3,Missouri,2016,hispanic or latino,0.024413105,0.000980273
2904,4,Missouri,2016,white,0.870409783,0.001393881
2904,4,Missouri,2016,black,0.045397696,0.001253311
2904,4,Missouri,2016,native american,0.003874228,0.0004493
2904,4,Missouri,2016,asian,0.014120108,0.000765912
2904,4,Missouri,2016,pacific islander,0.000868384,0.000183924
2904,4,Missouri,2016,other,0.000990562,0.00038624
2904,4,Missouri,2016,mixed,0.027528167,0.001341331
2904,4,Missouri,2016,hispanic or latino,0.036811073,0.000222023
2905,5,Missouri,2016,white,0.644066051,0.003000537
2905,5,Missouri,2016,black,0.217958077,0.001955036
2905,5,Missouri,2016,native american,0.004027558,0.000584795
2905,5,Missouri,2016,asian,0.016578859,0.000782806
2905,5,Missouri,2016,pacific islander,0.002587353,0.000389423
2905,5,Missouri,2016,other,0.003153666,0.000862011
2905,5,Missouri,2016,mixed,0.024681498,0.001949755
2905,5,Missouri,2016,hispanic or latino,0.086946937,0.001244834
2906,6,Missouri,2016,white,0.882160384,0.002931386
2906,6,Missouri,2016,black,0.040118413,0.001644629
2906,6,Missouri,2016,native american,0.003152424,0.000422341
2906,6,Missouri,2016,asian,0.012379449,0.000798632
2906,6,Missouri,2016,pacific islander,0.000889415,0.000303927
2906,6,Missouri,2016,other,0.000857838,0.000306559
2906,6,Missouri,2016,mixed,0.021339386,0.001386751
2906,6,Missouri,2016,hispanic or latino,0.039102691,0.001277548
2907,7,Missouri,2016,white,0.887815451,0.000724244
2907,7,Missouri,2016,black,0.018409383,0.000790916
2907,7,Missouri,2016,native american,0.00824252,0.000598743
2907,7,Missouri,2016,asian,0.012119968,0.000518998
2907,7,Missouri,2016,pacific islander,0.001941339,0.000228777
2907,7,Missouri,2016,other,0.000528149,0.000236621
2907,7,Missouri,2016,mixed,0.02330914,0.001145194
2907,7,Missouri,2016,hispanic or latino,0.04763405,0.000147725
2908,8,Missouri,2016,white,0.908053935,0.001748905
2908,8,Missouri,2016,black,0.046013876,0.000936052
2908,8,Missouri,2016,native american,0.004439219,0.000599931
2908,8,Missouri,2016,asian,0.005592211,0.00044727
2908,8,Missouri,2016,pacific islander,0.000567791,0.000266487
2908,8,Missouri,2016,other,0.000186139,9.51E-05
2908,8,Missouri,2016,mixed,0.016333379,0.00114094
2908,8,Missouri,2016,hispanic or latino,0.01881345,0.000352191
3000,AL,Montana,2016,white,0.868324033,0.000148526
3000,AL,Montana,2016,black,0.003857763,0.000289235
3000,AL,Montana,2016,native american,0.063006221,0.000944898
3000,AL,Montana,2016,asian,0.007099926,0.000466098
3000,AL,Montana,2016,pacific islander,0.000774875,0.000272623
3000,AL,Montana,2016,other,0.00028044,0.000135823
3000,AL,Montana,2016,mixed,0.022612081,0.000958578
3000,AL,Montana,2016,hispanic or latino,0.034044661,0.000131914
3101,1,Nebraska,2016,white,0.830162442,0.001425434
3101,1,Nebraska,2016,black,0.027717482,0.001260534
3101,1,Nebraska,2016,native american,0.010265029,0.000405908
3101,1,Nebraska,2016,asian,0.024352886,0.00090695
3101,1,Nebraska,2016,pacific islander,0.000792789,0.000252107
3101,1,Nebraska,2016,other,0.000573979,0.000334557
3101,1,Nebraska,2016,mixed,0.020747283,0.001317615
3101,1,Nebraska,2016,hispanic or latino,0.08538811,0.000803888
3102,2,Nebraska,2016,white,0.734132334,0.001644696
3102,2,Nebraska,2016,black,0.096061737,0.001486283
3102,2,Nebraska,2016,native american,0.003391894,0.000442624
3102,2,Nebraska,2016,asian,0.030576746,0.000806041
3102,2,Nebraska,2016,pacific islander,0.000357205,0.00011648
3102,2,Nebraska,2016,other,0.00208266,0.000722175
3102,2,Nebraska,2016,mixed,0.024230922,0.001610529
3102,2,Nebraska,2016,hispanic or latino,0.109166501,0.000778086
3103,3,Nebraska,2016,white,0.849009207,0.000323067
3103,3,Nebraska,2016,black,0.010840863,0.000613167
3103,3,Nebraska,2016,native american,0.007125597,0.000662616
3103,3,Nebraska,2016,asian,0.007353062,0.000418668
3103,3,Nebraska,2016,pacific islander,0.000730197,0.000453282
3103,3,Nebraska,2016,other,0.000692286,0.000318122
3103,3,Nebraska,2016,mixed,0.012728166,0.000919751
3103,3,Nebraska,2016,hispanic or latino,0.111520622,6.43E-05
3201,1,Nevada,2016,white,0.325998018,0.004926051
3201,1,Nevada,2016,black,0.103635353,0.003583246
3201,1,Nevada,2016,native american,0.003498591,0.00061156
3201,1,Nevada,2016,asian,0.08087043,0.002960009
3201,1,Nevada,2016,pacific islander,0.006445464,0.001039214
3201,1,Nevada,2016,other,0.002421428,0.000650968
3201,1,Nevada,2016,mixed,0.026904265,0.001925174
3201,1,Nevada,2016,hispanic or latino,0.450226452,0.005363922
3202,2,Nevada,2016,white,0.674276216,0.001051575
3202,2,Nevada,2016,black,0.017447231,0.000853327
3202,2,Nevada,2016,native american,0.019037522,0.000611982
3202,2,Nevada,2016,asian,0.039395258,0.001075996
3202,2,Nevada,2016,pacific islander,0.004400236,0.000295935
3202,2,Nevada,2016,other,0.001264188,0.000439593
3202,2,Nevada,2016,mixed,0.026519216,0.001723893
3202,2,Nevada,2016,hispanic or latino,0.217660132,0.000732654
3203,3,Nevada,2016,white,0.574841825,0.005375436
3203,3,Nevada,2016,black,0.066928703,0.002969533
3203,3,Nevada,2016,native american,0.003983256,0.00067987
3203,3,Nevada,2016,asian,0.132209768,0.003173629
3203,3,Nevada,2016,pacific islander,0.007515067,0.001051569
3203,3,Nevada,2016,other,0.002054479,0.000624453
3203,3,Nevada,2016,mixed,0.042926443,0.002377519
3203,3,Nevada,2016,hispanic or latino,0.169540459,0.004308999
3204,4,Nevada,2016,white,0.469992048,0.004713874
3204,4,Nevada,2016,black,0.140335583,0.00365273
3204,4,Nevada,2016,native american,0.008050489,0.00086479
3204,4,Nevada,2016,asian,0.05310872,0.002381307
3204,4,Nevada,2016,pacific islander,0.005628797,0.000998478
3204,4,Nevada,2016,other,0.001834024,0.000621089
3204,4,Nevada,2016,mixed,0.035453625,0.002294967
3204,4,Nevada,2016,hispanic or latino,0.285596712,0.005014671
3301,1,New Hampshire,2016,white,0.91269387,0.002127883
3301,1,New Hampshire,2016,black,0.013308258,0.001138867
3301,1,New Hampshire,2016,native american,0.001026479,0.000337165
3301,1,New Hampshire,2016,asian,0.023360257,0.001348658
3301,1,New Hampshire,2016,pacific islander,4.35E-05,5.09E-05
3301,1,New Hampshire,2016,other,0.001053452,0.000347654
3301,1,New Hampshire,2016,mixed,0.01635173,0.001434073
3301,1,New Hampshire,2016,hispanic or latino,0.032162498,0.00146704
3302,2,New Hampshire,2016,white,0.912189684,0.002246381
3302,2,New Hampshire,2016,black,0.010124619,0.000889161
3302,2,New Hampshire,2016,native american,0.001772263,0.000357482
3302,2,New Hampshire,2016,asian,0.024608701,0.001445076
3302,2,New Hampshire,2016,pacific islander,0.000302951,0.000131784
3302,2,New Hampshire,2016,other,0.001549594,0.000686184
3302,2,New Hampshire,2016,mixed,0.016071545,0.001067902
3302,2,New Hampshire,2016,hispanic or latino,0.033380644,0.001482945
3401,1,New Jersey,2016,white,0.635242252,0.001960122
3401,1,New Jersey,2016,black,0.163007453,0.001604482
3401,1,New Jersey,2016,native american,0.00074274,0.000213384
3401,1,New Jersey,2016,asian,0.049863421,0.001008102
3401,1,New Jersey,2016,pacific islander,0.000166877,0.000131313
3401,1,New Jersey,2016,other,0.00307218,0.000983481
3401,1,New Jersey,2016,mixed,0.018806501,0.001585332
3401,1,New Jersey,2016,hispanic or latino,0.129098576,0.001229693
3402,2,New Jersey,2016,white,0.660455123,0.001921011
3402,2,New Jersey,2016,black,0.119021846,0.001496251
3402,2,New Jersey,2016,native american,0.001988151,0.000312404
3402,2,New Jersey,2016,asian,0.03961229,0.001124929
3402,2,New Jersey,2016,pacific islander,0.000112356,8.63E-05
3402,2,New Jersey,2016,other,0.00099065,0.000389135
3402,2,New Jersey,2016,mixed,0.020626891,0.001649713
3402,2,New Jersey,2016,hispanic or latino,0.157192693,0.001427741
3403,3,New Jersey,2016,white,0.760308502,0.002307519
3403,3,New Jersey,2016,black,0.102183727,0.001755072
3403,3,New Jersey,2016,native american,0.00062846,0.000181887
3403,3,New Jersey,2016,asian,0.036016299,0.001117111
3403,3,New Jersey,2016,pacific islander,0.000335269,0.000176457
3403,3,New Jersey,2016,other,0.002794813,0.000808989
3403,3,New Jersey,2016,mixed,0.023430819,0.001623407
3403,3,New Jersey,2016,hispanic or latino,0.074302111,0.001770003
3404,4,New Jersey,2016,white,0.780387333,0.003498202
3404,4,New Jersey,2016,black,0.061909382,0.002085389
3404,4,New Jersey,2016,native american,0.000334258,0.000181338
3404,4,New Jersey,2016,asian,0.039642683,0.001581972
3404,4,New Jersey,2016,pacific islander,0.000301779,0.000165099
3404,4,New Jersey,2016,other,0.001660462,0.000619798
3404,4,New Jersey,2016,mixed,0.013517811,0.001702413
3404,4,New Jersey,2016,hispanic or latino,0.102246292,0.002716012
3405,5,New Jersey,2016,white,0.704705692,0.003459196
3405,5,New Jersey,2016,black,0.047105433,0.001545655
3405,5,New Jersey,2016,native american,0.001356997,0.000344976
3405,5,New Jersey,2016,asian,0.101386643,0.002564414
3405,5,New Jersey,2016,pacific islander,0.000264122,0.000119933
3405,5,New Jersey,2016,other,0.001784174,0.000491861
3405,5,New Jersey,2016,mixed,0.012277652,0.001038972
3405,5,New Jersey,2016,hispanic or latino,0.131119286,0.003418769
3406,6,New Jersey,2016,white,0.486178173,0.003204145
3406,6,New Jersey,2016,black,0.093330642,0.002080474
3406,6,New Jersey,2016,native american,0.001225945,0.000363343
3406,6,New Jersey,2016,asian,0.186452698,0.002593191
3406,6,New Jersey,2016,pacific islander,0.000187054,0.000115731
3406,6,New Jersey,2016,other,0.002346925,0.000585386
3406,6,New Jersey,2016,mixed,0.015794644,0.001540842
3406,6,New Jersey,2016,hispanic or latino,0.214483919,0.002535325
3407,7,New Jersey,2016,white,0.721672508,0.003461916
3407,7,New Jersey,2016,black,0.044403416,0.001994614
3407,7,New Jersey,2016,native american,0.000579908,0.000276468
3407,7,New Jersey,2016,asian,0.094684132,0.002260292
3407,7,New Jersey,2016,pacific islander,0.00027377,0.000357385
3407,7,New Jersey,2016,other,0.004233328,0.001046532
3407,7,New Jersey,2016,mixed,0.013648066,0.001006073
3407,7,New Jersey,2016,hispanic or latino,0.120504871,0.002848292
3408,8,New Jersey,2016,white,0.253083955,0.003349487
3408,8,New Jersey,2016,black,0.087579888,0.003032414
3408,8,New Jersey,2016,native american,0.001299606,0.000468432
3408,8,New Jersey,2016,asian,0.085593944,0.002509179
3408,8,New Jersey,2016,pacific islander,0.000571514,0.000172237
3408,8,New Jersey,2016,other,0.012946479,0.001510988
3408,8,New Jersey,2016,mixed,0.013602806,0.001430089
3408,8,New Jersey,2016,hispanic or latino,0.545321809,0.004145431
3409,9,New Jersey,2016,white,0.395343918,0.004009781
3409,9,New Jersey,2016,black,0.093522088,0.002012873
3409,9,New Jersey,2016,native american,0.00131309,0.000248782
3409,9,New Jersey,2016,asian,0.129840274,0.00286698
3409,9,New Jersey,2016,pacific islander,0.000226165,0.000122395
3409,9,New Jersey,2016,other,0.003423081,0.000699783
3409,9,New Jersey,2016,mixed,0.013963723,0.001615088
3409,9,New Jersey,2016,hispanic or latino,0.36236766,0.004049693
3410,10,New Jersey,2016,white,0.199768182,0.003005553
3410,10,New Jersey,2016,black,0.510970942,0.003562187
3410,10,New Jersey,2016,native american,0.001545905,0.000494636
3410,10,New Jersey,2016,asian,0.070118335,0.002780473
3410,10,New Jersey,2016,pacific islander,0.000223732,0.000130735
3410,10,New Jersey,2016,other,0.008373767,0.001326217
3410,10,New Jersey,2016,mixed,0.016279853,0.001583643
3410,10,New Jersey,2016,hispanic or latino,0.192719284,0.004604022
3411,11,New Jersey,2016,white,0.745632331,0.003462814
3411,11,New Jersey,2016,black,0.034629492,0.001665931
3411,11,New Jersey,2016,native american,0.000576461,0.000237604
3411,11,New Jersey,2016,asian,0.09650519,0.001922436
3411,11,New Jersey,2016,pacific islander,5.81E-05,5.54E-05
3411,11,New Jersey,2016,other,0.001818484,0.000475209
3411,11,New Jersey,2016,mixed,0.016335303,0.001324375
3411,11,New Jersey,2016,hispanic or latino,0.104444687,0.003165809
3412,12,New Jersey,2016,white,0.479566716,0.003365404
3412,12,New Jersey,2016,black,0.169574301,0.003161803
3412,12,New Jersey,2016,native american,0.001197653,0.000347319
3412,12,New Jersey,2016,asian,0.162259305,0.002873036
3412,12,New Jersey,2016,pacific islander,0.000171664,0.000137065
3412,12,New Jersey,2016,other,0.00726709,0.001254874
3412,12,New Jersey,2016,mixed,0.015307331,0.001274835
3412,12,New Jersey,2016,hispanic or latino,0.164655941,0.003227008
3501,1,New Mexico,2016,white,0.404136527,0.002066098
3501,1,New Mexico,2016,black,0.023776729,0.000830193
3501,1,New Mexico,2016,native american,0.03689811,0.001233017
3501,1,New Mexico,2016,asian,0.021533042,0.000928372
3501,1,New Mexico,2016,pacific islander,0.000643941,0.000142938
3501,1,New Mexico,2016,other,0.003303446,0.000795542
3501,1,New Mexico,2016,mixed,0.017728592,0.001586752
3501,1,New Mexico,2016,hispanic or latino,0.491979613,0.002276895
3502,2,New Mexico,2016,white,0.377268354,0.000921944
3502,2,New Mexico,2016,black,0.016365937,0.000601268
3502,2,New Mexico,2016,native american,0.048842989,0.001541822
3502,2,New Mexico,2016,asian,0.006907422,0.000571204
3502,2,New Mexico,2016,pacific islander,0.000282023,0.000134569
3502,2,New Mexico,2016,other,0.000870407,0.000326403
3502,2,New Mexico,2016,mixed,0.012396138,0.001106619
3502,2,New Mexico,2016,hispanic or latino,0.537066729,0.001644897
3503,3,New Mexico,2016,white,0.37910301,0.0019811
3503,3,New Mexico,2016,black,0.013618978,0.000921139
3503,3,New Mexico,2016,native american,0.172720108,0.001561743
3503,3,New Mexico,2016,asian,0.011147664,0.000692662
3503,3,New Mexico,2016,pacific islander,0.000462739,0.000173527
3503,3,New Mexico,2016,other,0.00193338,0.00055384
3503,3,New Mexico,2016,mixed,0.016223329,0.00138677
3503,3,New Mexico,2016,hispanic or latino,0.404790792,0.0018712
3601,1,New York,2016,white,0.75850163,0.004441594
3601,1,New York,2016,black,0.047127713,0.002722848
3601,1,New York,2016,native american,0.001824004,0.00045981
3601,1,New York,2016,asian,0.039648883,0.002096843
3601,1,New York,2016,pacific islander,9.56E-05,8.59E-05
3601,1,New York,2016,other,0.001958346,0.000688329
3601,1,New York,2016,mixed,0.012191879,0.001463912
3601,1,New York,2016,hispanic or latino,0.138651982,0.003761575
3602,2,New York,2016,white,0.63277065,0.005309661
3602,2,New York,2016,black,0.093815105,0.00281989
3602,2,New York,2016,native american,0.001172065,0.000378667
3602,2,New York,2016,asian,0.030240655,0.001797628
3602,2,New York,2016,pacific islander,0.000220542,0.000151189
3602,2,New York,2016,other,0.002713087,0.000658853
3602,2,New York,2016,mixed,0.013127124,0.001475831
3602,2,New York,2016,hispanic or latino,0.225940773,0.005051668
3603,3,New York,2016,white,0.695442632,0.005516429
3603,3,New York,2016,black,0.029094779,0.002268954
3603,3,New York,2016,native american,0.001010264,0.000306392
3603,3,New York,2016,asian,0.145748541,0.003912703
3603,3,New York,2016,pacific islander,0.000173898,0.000113172
3603,3,New York,2016,other,0.005520569,0.001393944
3603,3,New York,2016,mixed,0.014759241,0.001567842
3603,3,New York,2016,hispanic or latino,0.108250076,0.004809796
3604,4,New York,2016,white,0.577290531,0.00377831
3604,4,New York,2016,black,0.140176949,0.002854507
3604,4,New York,2016,native american,0.001270055,0.000451514
3604,4,New York,2016,asian,0.063722965,0.00250133
3604,4,New York,2016,pacific islander,0.000196672,0.000131576
3604,4,New York,2016,other,0.003448677,0.000819926
3604,4,New York,2016,mixed,0.014122956,0.001511047
3604,4,New York,2016,hispanic or latino,0.199771196,0.003763075
3605,5,New York,2016,white,0.109290457,0.003131325
3605,5,New York,2016,black,0.475700611,0.004689242
3605,5,New York,2016,native american,0.003367529,0.000699579
3605,5,New York,2016,asian,0.134946409,0.004029677
3605,5,New York,2016,pacific islander,0.00049177,0.000282671
3605,5,New York,2016,other,0.05123575,0.00317521
3605,5,New York,2016,mixed,0.030275495,0.002043234
3605,5,New York,2016,hispanic or latino,0.194691979,0.004952553
3606,6,New York,2016,white,0.353679637,0.004540514
3606,6,New York,2016,black,0.034747185,0.002420147
3606,6,New York,2016,native american,0.001520805,0.000494159
3606,6,New York,2016,asian,0.391965329,0.006644455
3606,6,New York,2016,pacific islander,0.000290199,0.000206698
3606,6,New York,2016,other,0.005500086,0.001279886
3606,6,New York,2016,mixed,0.020075725,0.001860283
3606,6,New York,2016,hispanic or latino,0.192221033,0.006128394
3607,7,New York,2016,white,0.294763823,0.004339204
3607,7,New York,2016,black,0.078546667,0.002874539
3607,7,New York,2016,native american,0.001162645,0.000340775
3607,7,New York,2016,asian,0.184713495,0.0038688
3607,7,New York,2016,pacific islander,0.000220502,0.000120274
3607,7,New York,2016,other,0.005670231,0.001229463
3607,7,New York,2016,mixed,0.016828947,0.001331028
3607,7,New York,2016,hispanic or latino,0.41809369,0.006470719
3608,8,New York,2016,white,0.229356945,0.003953194
3608,8,New York,2016,black,0.519885481,0.00436883
3608,8,New York,2016,native american,0.001585527,0.000482032
3608,8,New York,2016,asian,0.053182872,0.002764713
3608,8,New York,2016,pacific islander,0.000200515,0.000200515
3608,8,New York,2016,other,0.004838911,0.00099195
3608,8,New York,2016,mixed,0.01582207,0.001207072
3608,8,New York,2016,hispanic or latino,0.175127679,0.004702136
3609,9,New York,2016,white,0.311566287,0.004677072
3609,9,New York,2016,black,0.480454259,0.005183721
3609,9,New York,2016,native american,0.001439099,0.000401546
3609,9,New York,2016,asian,0.067648434,0.002591187
3609,9,New York,2016,pacific islander,0.000320698,0.000257367
3609,9,New York,2016,other,0.004345594,0.000952662
3609,9,New York,2016,mixed,0.018732542,0.00175845
3609,9,New York,2016,hispanic or latino,0.115493087,0.004239144
3610,10,New York,2016,white,0.635036446,0.006405653
3610,10,New York,2016,black,0.034346775,0.003207614
3610,10,New York,2016,native american,0.001612698,0.000603223
3610,10,New York,2016,asian,0.181761602,0.004270435
3610,10,New York,2016,pacific islander,7.39E-05,5.47E-05
3610,10,New York,2016,other,0.003724662,0.000965704
3610,10,New York,2016,mixed,0.018523458,0.00152242
3610,10,New York,2016,hispanic or latino,0.124920494,0.005081572
3611,11,New York,2016,white,0.615865675,0.003443693
3611,11,New York,2016,black,0.068144259,0.001600474
3611,11,New York,2016,native american,0.001313842,0.000366175
3611,11,New York,2016,asian,0.131469268,0.002699
3611,11,New York,2016,pacific islander,0.000563663,0.000301717
3611,11,New York,2016,other,0.002923916,0.000853038
3611,11,New York,2016,mixed,0.015312161,0.001895334
3611,11,New York,2016,hispanic or latino,0.164407214,0.002823801
3612,12,New York,2016,white,0.654322382,0.005179227
3612,12,New York,2016,black,0.04358127,0.002486305
3612,12,New York,2016,native american,0.001706666,0.000534452
3612,12,New York,2016,asian,0.134697105,0.003741165
3612,12,New York,2016,pacific islander,0.000604702,0.000283756
3612,12,New York,2016,other,0.003626837,0.000701124
3612,12,New York,2016,mixed,0.024857537,0.00224525
3612,12,New York,2016,hispanic or latino,0.136603501,0.004622736
3613,13,New York,2016,white,0.13609603,0.003645406
3613,13,New York,2016,black,0.249668659,0.004474736
3613,13,New York,2016,native american,0.001214701,0.000428335
3613,13,New York,2016,asian,0.045680845,0.002525746
3613,13,New York,2016,pacific islander,0.0004049,0.000213517
3613,13,New York,2016,other,0.005265008,0.001400878
3613,13,New York,2016,mixed,0.017119088,0.001564921
3613,13,New York,2016,hispanic or latino,0.544550769,0.006314364
3614,14,New York,2016,white,0.2278457,0.004344401
3614,14,New York,2016,black,0.09431836,0.003358673
3614,14,New York,2016,native american,0.00141906,0.000487326
3614,14,New York,2016,asian,0.166759655,0.005481034
3614,14,New York,2016,pacific islander,0.000285197,0.000225665
3614,14,New York,2016,other,0.004720971,0.000908199
3614,14,New York,2016,mixed,0.013524683,0.00148136
3614,14,New York,2016,hispanic or latino,0.491126374,0.007200519
3615,15,New York,2016,white,0.024348761,0.0015818
3615,15,New York,2016,black,0.28121816,0.003606184
3615,15,New York,2016,native american,0.002409471,0.000629778
3615,15,New York,2016,asian,0.018006851,0.001678072
3615,15,New York,2016,pacific islander,0.000340963,0.000188532
3615,15,New York,2016,other,0.005274896,0.000929291
3615,15,New York,2016,mixed,0.007486475,0.000997484
3615,15,New York,2016,hispanic or latino,0.660914422,0.005400585
3616,16,New York,2016,white,0.372467301,0.003891514
3616,16,New York,2016,black,0.307926371,0.005100252
3616,16,New York,2016,native american,0.001766409,0.000487285
3616,16,New York,2016,asian,0.050221512,0.002198198
3616,16,New York,2016,pacific islander,0.000362757,0.000207096
3616,16,New York,2016,other,0.006161451,0.001299427
3616,16,New York,2016,mixed,0.016035745,0.001476745
3616,16,New York,2016,hispanic or latino,0.245058454,0.004848488
3617,17,New York,2016,white,0.604945109,0.002933103
3617,17,New York,2016,black,0.099066038,0.00256071
3617,17,New York,2016,native american,0.001264782,0.00028979
3617,17,New York,2016,asian,0.057661344,0.001722487
3617,17,New York,2016,pacific islander,0.000142186,0.000121874
3617,17,New York,2016,other,0.003282476,0.00070687
3617,17,New York,2016,mixed,0.016323004,0.001331136
3617,17,New York,2016,hispanic or latino,0.217315059,0.002819354
3618,18,New York,2016,white,0.696292486,0.002157563
3618,18,New York,2016,black,0.086812797,0.001626492
3618,18,New York,2016,native american,0.001960665,0.000353585
3618,18,New York,2016,asian,0.030660691,0.001003905
3618,18,New York,2016,pacific islander,0.000203831,0.000146981
3618,18,New York,2016,other,0.003433243,0.000848605
3618,18,New York,2016,mixed,0.020283312,0.001325598
3618,18,New York,2016,hispanic or latino,0.160352975,0.001534976
3619,19,New York,2016,white,0.852517421,0.002016822
